age,balance,duration,campaign,previous,default_cat,housing_cat,loan_cat,recent_pdays,deposit_cat,job_blue-collar,job_entrepreneur,job_other,job_pink-collar,job_self-employed,job_technician,job_white-collar,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,poutcome_failure,poutcome_success,poutcome_unknown
26,3704,238,4,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
55,890,1329,2,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
47,3663,364,3,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
58,119,985,1,0,0,1,1,0.0001,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
30,167,255,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
39,1022,1410,2,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
30,305,227,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
34,172,177,1,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
34,3047,317,1,5,0,0,0,0.00625,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
56,616,225,1,1,0,0,0,0.012048192771084338,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
27,453,142,2,0,0,0,0,0.0001,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
46,526,523,1,2,0,0,0,0.011494252873563218,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
32,169,698,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
27,1347,824,1,11,0,0,0,0.0051813471502590676,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
36,378,1240,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
46,2889,494,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
46,57,796,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
49,0,223,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
39,1293,140,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
33,2085,501,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
48,315,271,1,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
38,1627,1323,9,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60,1853,234,1,1,0,0,0,0.00546448087431694,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
33,1429,268,8,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
64,3951,134,1,1,0,0,0,0.01098901098901099,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
22,780,272,3,0,0,0,0,0.0001,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
34,674,587,2,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
36,218,619,6,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
72,763,384,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
37,4151,543,4,0,0,1,1,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
78,2787,372,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
31,26,419,1,6,0,0,1,0.007874015748031496,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
20,153,100,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
60,362,816,6,0,0,0,1,0.0001,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
36,1184,1063,1,0,0,1,0,0.0001,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
51,6840,257,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
26,3145,1141,1,1,0,0,0,0.004784688995215311,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
48,660,318,1,2,0,0,0,0.0017825311942959,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
49,1311,813,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
20,215,325,1,5,0,0,0,0.010526315789473684,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
77,3324,289,1,5,0,0,0,0.01098901098901099,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
42,0,824,1,0,1,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
31,747,543,2,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
56,448,556,1,2,0,1,1,0.0055248618784530384,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
32,1246,509,1,2,0,1,0,0.011764705882352941,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
33,271,801,2,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
33,1271,636,3,1,0,1,0,0.0030303030303030303,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
54,962,288,3,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
28,3054,384,1,6,0,0,0,0.0125,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
41,0,373,3,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
51,346,134,2,3,0,0,0,0.005208333333333333,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
43,3550,1154,1,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
36,1379,189,1,1,0,0,0,0.005376344086021506,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
49,1093,243,2,2,0,1,1,0.01098901098901099,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
47,295,94,2,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
30,129,1446,7,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
31,636,352,4,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
39,4101,146,2,1,0,1,0,0.003787878787878788,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
40,3352,138,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
48,334,600,2,12,0,1,0,0.010869565217391304,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
30,341,478,1,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
41,8491,929,1,0,0,1,0,0.0001,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
33,227,477,2,0,0,1,1,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
25,125,215,1,2,0,0,0,0.010869565217391304,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
49,3608,231,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
32,2536,958,6,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
64,4688,200,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
28,0,209,20,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37,1113,229,1,1,0,0,0,0.005494505494505495,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
25,1857,295,4,6,0,1,0,0.0053475935828877,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
53,2892,527,3,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
62,6,103,1,3,0,1,0,0.005494505494505495,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
34,1076,152,1,6,0,0,0,0.005494505494505495,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
26,-930,786,1,0,1,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
39,1382,397,2,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
45,2048,310,1,1,0,1,0,0.0012437810945273632,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
19,608,236,1,2,0,0,0,0.005555555555555556,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
33,-274,715,2,2,1,1,1,0.00303951367781155,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
43,132,187,2,1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
35,344,519,16,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
52,2230,423,3,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
28,5679,701,4,0,0,1,0,0.0001,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
35,885,632,6,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
50,3764,214,2,4,0,0,0,0.010101010101010102,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
37,4017,665,2,1,0,0,0,0.00510204081632653,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
36,368,1597,2,0,0,1,1,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
61,569,219,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
24,272,105,2,2,0,0,0,0.010638297872340425,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35,167,614,2,0,0,0,1,0.0001,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
32,1388,753,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
45,7895,872,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
43,2160,261,1,1,0,0,0,0.01020408163265306,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
39,1587,171,3,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
35,1723,862,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
23,691,1178,1,6,0,0,0,0.0056179775280898875,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
34,243,507,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
47,3696,758,4,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
21,71,169,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
37,0,257,2,1,0,0,0,0.010309278350515464,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
53,3765,1094,3,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
46,977,436,3,0,0,0,1,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
26,15161,280,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
51,0,124,2,0,0,1,1,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
58,776,990,1,0,0,1,0,0.0001,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
51,1994,771,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
33,616,250,3,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
46,3512,175,1,1,0,0,0,0.005076142131979695,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
34,6529,505,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
40,0,1080,4,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
40,2129,452,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
46,874,819,3,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
59,496,738,3,1,0,0,0,0.00546448087431694,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
34,1539,441,1,1,0,1,0,0.017857142857142856,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
49,348,125,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
28,1287,65,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
56,12356,410,1,5,0,1,0,0.0018148820326678765,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
28,5763,196,2,0,0,0,1,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
33,-267,1030,3,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
37,443,1600,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
38,934,715,1,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
25,4859,227,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
74,1843,251,2,3,0,0,0,0.005434782608695652,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
42,1289,250,4,2,0,0,0,0.0024096385542168677,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
29,19,274,1,1,0,0,0,0.004347826086956522,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
60,8332,279,1,7,0,0,0,0.005154639175257732,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
41,5517,584,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
51,949,1092,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
49,-157,491,3,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
41,254,183,2,2,0,0,0,0.003401360544217687,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
31,136,228,2,1,0,0,0,0.003745318352059925,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
25,285,658,3,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
32,874,1282,6,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
73,1641,49,2,0,0,1,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
31,1088,575,2,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
32,1138,402,3,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
27,13107,661,1,2,0,1,0,0.0031847133757961785,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
60,2557,415,1,0,0,1,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
34,142,459,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
43,733,1102,3,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
31,-405,703,2,0,1,1,1,0.0001,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
42,11008,822,6,1,0,0,0,0.0024691358024691358,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
27,246,453,2,0,0,0,0,0.0001,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
57,0,648,1,0,0,1,1,0.0001,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
30,536,362,2,2,0,0,0,0.01098901098901099,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
45,1506,365,4,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
49,716,1257,3,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
31,354,242,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
41,1757,314,1,13,0,0,0,0.0041841004184100415,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
57,7554,141,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
57,854,480,1,5,0,0,0,0.025,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
58,1230,420,1,1,0,0,0,0.011494252873563218,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
54,1303,1635,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
36,93,262,2,7,0,0,0,0.005494505494505495,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
53,-291,591,1,0,0,1,1,0.0001,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
34,69,263,3,3,0,0,1,0.00398406374501992,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
27,771,181,1,3,0,0,0,0.0033112582781456954,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
41,-675,147,4,0,0,1,1,0.0001,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
62,973,326,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
27,377,645,2,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
37,480,344,2,8,0,0,0,0.005494505494505495,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
22,552,327,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
27,3733,299,6,0,0,1,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30,-158,426,1,2,0,1,0,0.002702702702702703,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
28,136,355,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
27,4590,131,4,3,0,1,0,0.011235955056179775,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
42,283,761,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
36,0,140,1,3,0,1,0,0.006993006993006993,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
27,419,1181,2,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
58,462,332,1,0,0,0,0,0.0001,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
55,4,1048,1,0,1,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
52,363,168,1,1,0,1,0,0.0021645021645021645,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
42,7560,132,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
46,1297,716,3,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
32,40,419,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
52,436,95,1,0,0,0,1,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
57,403,603,1,2,0,1,0,0.0029411764705882353,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
40,5637,553,3,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
30,916,449,2,0,0,0,0,0.0001,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
30,1942,436,2,3,0,1,1,0.0056179775280898875,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
39,385,242,1,2,0,0,0,0.020833333333333332,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
28,-1042,712,2,0,1,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
34,3696,758,2,5,0,0,0,0.00625,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
30,3384,578,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
24,556,278,1,4,0,1,0,0.010638297872340425,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
59,315,591,1,2,0,0,0,0.005681818181818182,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
38,2812,830,1,0,0,1,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
47,324,462,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
52,-519,442,8,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
35,188,75,3,5,0,1,0,0.005,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
61,267,190,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
46,21,566,2,0,0,0,0,0.0001,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
55,2038,394,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
42,11115,187,1,1,0,0,0,0.00980392156862745,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
26,194,407,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
58,169,880,1,8,0,0,0,0.010869565217391304,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
46,0,763,5,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
39,2981,200,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
29,67,211,1,5,0,0,0,0.0053475935828877,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
21,360,131,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
57,3376,421,2,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
31,4718,536,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
49,387,325,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
56,4266,490,4,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
30,396,366,3,2,0,1,0,0.0028735632183908046,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
34,2085,356,3,2,0,0,0,0.005494505494505495,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
35,62,213,3,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
55,-268,1417,1,0,0,0,1,0.0001,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
44,1697,150,2,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
36,341,282,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
63,109,406,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
37,0,426,2,1,0,0,0,0.00510204081632653,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
58,4158,455,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
37,156,366,3,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
26,390,325,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
44,36,551,1,2,0,1,0,0.0026954177897574125,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
37,0,366,6,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
53,50,669,1,3,0,1,0,0.002967359050445104,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
37,102,445,1,2,0,1,0,0.003875968992248062,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
40,57,1007,9,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
40,973,449,1,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
31,3,331,1,0,0,1,1,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
36,1245,1469,9,0,0,1,0,0.0001,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
36,828,1512,1,8,0,0,0,0.002898550724637681,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
52,0,1486,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
39,167,612,1,0,0,1,1,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
47,66,358,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
49,687,772,1,0,0,1,0,0.0001,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
32,2688,216,1,1,0,0,0,0.017543859649122806,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
36,625,1360,9,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
27,1742,787,1,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
71,1729,456,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
32,889,185,1,5,0,1,0,0.010101010101010102,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
29,224,65,2,3,0,1,0,0.012345679012345678,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
64,768,371,1,0,0,0,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
